"Table S1. Metadata of 122,680 filtered Salmonella enterica genomes."			
Genome ID	Serotype	Isolation Source	Country
GCA_019722525.1	Kentucky	Food	USA_AR
GCA_019773255.1	Infantis	Food	USA_MO
GCA_019790175.1	Kentucky	Food	USA_MI
GCA_019800525.1	null	Food	Brazil_Sao Paulo
GCA_019826125.1	Kentucky	Food	USA_PA
GCA_019845615.1	Kentucky	Food	USA_TX
GCA_019849865.1	Enteritidis	Food	USA_OH
GCA_019851785.1	Salmonella enterica	Food	USA_WI
GCA_019890775.1	Kentucky	Food	USA_AR
GCA_019896355.1	Enteritidis	Food	USA_NC
GCA_019896805.1	Kentucky	Food	USA_AL
GCA_019900205.1	Typhimurium	Food	USA_PA
GCA_019902665.1	Kentucky	Food	USA_AL
GCA_019946175.1	Infantis	Food	USA_AL
GCA_019967455.1	Kentucky	Food	USA_MI
GCA_019967835.1	Kentucky	Food	USA_NJ
GCA_019997365.1	Kentucky	Food	USA_ME
GCA_019999255.1	Kentucky	Food	USA_AL
GCA_020018755.1	Kentucky	Food	USA_GA
GCA_020023315.1	Enteritidis	Food	USA_GA
GCA_020041505.1	Infantis	Food	USA_PA
GCA_020067885.1	Kentucky	Food	USA_NC
GCA_020068165.1	Kentucky	Food	USA_TX
GCA_020068625.1	Kentucky	Food	USA_TX
GCA_020099875.1	Infantis	Food	USA_FL
GCA_020118965.1	Infantis	Food	USA_MD
GCA_020124535.1	Blockley	Food	USA_RI
GCA_020124995.1	Enteritidis	Food	USA_CA
GCA_020125235.1	Kentucky	Food	USA_SC
GCA_020170255.1	Kentucky	Food	USA_TX
GCA_020206975.1	Kentucky	Food	USA_AL
GCA_020207445.1	Kentucky	Food	USA_NE
GCA_020207465.1	Kentucky	Food	USA_AR
GCA_020207845.1	Kentucky	Food	USA_NY
GCA_020212325.1	Infantis	Food	USA_TX
GCA_020220815.1	Infantis	Food	USA_VA
GCA_020221215.1	Kentucky	Food	USA_AR
GCA_020232055.1	Kentucky	Food	USA_IL
GCA_020236615.1	Kentucky	Food	USA_LA
GCA_020243205.1	Kentucky	Food	USA_TN
GCA_020257585.1	Kentucky	Food	USA_LA
GCA_020259005.1	Kentucky	Food	USA_NY
GCA_020276475.1	Infantis	Food	USA_MD
GCA_020277945.1	Kentucky	Food	USA_NE
GCA_020395485.1	Typhimurium	Food	USA_PA
GCA_020396085.1	Kentucky	Food	USA_NY
GCA_020396715.1	Schwarzengrund	Food	USA_GA
GCA_020398525.1	Infantis	Food	USA_SC
GCA_020398745.1	Infantis	Food	USA_MD
GCA_020424285.1	Kentucky	Food	USA_MI
GCA_020453835.1	Kentucky	Food	USA_NC
GCA_020453915.1	Kentucky	Food	USA_MI
GCA_020457815.1	Typhimurium	Food	USA_IN
GCA_020458005.1	Kentucky	Food	USA_PA
GCA_020458085.1	Enteritidis	Food	USA_NE
GCA_020507405.1	Infantis	Food	USA_VA
GCA_020517685.1	Kentucky	Food	USA_GA
GCA_020546265.1	Kentucky	Food	USA_WI
GCA_020584435.1	Enteritidis	Food	USA_MS
GCA_020600295.1	Enteritidis	Food	USA_GA
GCA_020600355.1	Infantis	Food	USA_OK
GCA_020600495.1	Kentucky	Food	USA_OH
GCA_020601495.1	Infantis	Food	USA_VA
GCA_020603875.1	Kentucky	Food	USA_NY
GCA_020605035.1	Infantis	Food	USA_ME
GCA_020605255.1	Enteritidis	Food	USA_OH
GCA_020605475.1	Kentucky	Food	USA_MS
GCA_020609995.1	Kentucky	Food	USA_NC
GCA_020611915.1	Kentucky	Food	USA_NC
GCA_020613215.1	Kentucky	Food	USA_MS
GCA_020613435.1	Kentucky	Food	USA_GA
GCA_020613815.1	Kentucky	Food	USA_NY
GCA_020653715.1	Kentucky	Food	USA_NE
GCA_020660725.1	Kentucky	Food	USA_CA
GCA_020688685.1	Kentucky	Food	USA_TX
GCA_020688705.1	Infantis	Food	USA_AR
GCA_020689345.1	Kentucky	Food	USA_CA
GCA_020700435.1	Kentucky	Food	USA_TX
GCA_020701195.1	Kentucky	Food	USA_MO
GCA_020701215.1	Enteritidis	Food	USA_AL
GCA_020701335.1	Typhimurium	Food	USA_VA
GCA_020701415.1	Kentucky	Food	USA_LA
GCA_020701475.1	Kentucky	Food	USA_OH
GCA_020701675.1	Typhimurium	Food	USA_PA
GCA_020701755.1	Kentucky	Food	USA_TX
GCA_020752895.1	Kentucky	Food	USA_CA
GCA_020758455.1	Kentucky	Food	USA_TX
GCA_020759375.1	Kentucky	Food	USA_IL
GCA_020760355.1	Kentucky	Food	USA_WI
GCA_020765555.1	Kentucky	Food	USA_MS
GCA_020807945.1	Infantis	Food	USA_SC
GCA_020808565.1	Typhimurium	Food	USA_DE
GCA_020811295.1	Kentucky	Food	USA_PA
GCA_020812275.1	Kentucky	Food	USA_KY
GCA_020814375.1	Kentucky	Food	USA_IL
GCA_020814735.1	Kentucky	Food	USA_TX
GCA_020816975.1	Schwarzengrund	Food	USA_GA
GCA_020854435.1	Kentucky	Food	USA_MD
GCA_020854575.1	Enteritidis	Food	USA_MS
GCA_020865145.1	Enteritidis	Food	USA_AL
GCA_020895575.1	Kentucky	Food	USA_CA
GCA_020903835.1	Kentucky	Food	USA_NC
GCA_020909145.1	Kentucky	Food	USA_OH
GCA_020909225.1	Enteritidis	Food	USA_AR
GCA_020909365.1	Kentucky	Food	USA_MD
GCA_020913085.1	Infantis	Food	USA_NC
GCA_020918615.1	Kentucky	Food	USA_GA
GCA_020918715.1	Kentucky	Food	USA_TX
GCA_020950265.1	Infantis	Food	USA_IN
GCA_020950315.1	Kentucky	Food	USA_ME
GCA_020958675.1	Infantis	Food	USA_KY
GCA_020978065.1	Enteritidis	Food	USA_AL
GCA_020997375.1	Kentucky	Food	USA_MO
GCA_021007175.1	Infantis	Food	USA_MD
GCA_021007655.1	Kentucky	Food	USA_NJ
GCA_021018135.1	Typhimurium	Food	USA_IN
GCA_021028735.1	Thompson	Food	USA_CA
GCA_021028755.1	Enteritidis	Food	USA_AR
GCA_021058365.1	Kentucky	Food	USA_IL
GCA_021104315.1	Infantis	Food	USA_TX
GCA_021104925.1	Kentucky	Food	USA_KY
GCA_021106395.1	Kentucky	Food	USA_AR
GCA_021107395.1	Enteritidis	Food	USA_NC
GCA_021155525.1	Enteritidis	Food	USA_TX
GCA_021155585.1	Enteritidis	Food	USA_TX
GCA_021169205.1	Schwarzengrund	Food	USA_LA
GCA_021183205.1	Kentucky	Food	USA_SC
GCA_021183265.1	Kentucky	Food	USA_PA
GCA_021188135.1	Infantis	Food	USA_AL
GCA_021190715.1	Infantis	Food	USA_MD
GCA_021190795.1	Kentucky	Food	USA_IL
GCA_021191475.1	Typhimurium	Food	USA_NY
GCA_021191555.1	Kentucky	Food	USA_IN
GCA_021213255.1	Kentucky	Food	USA_AR
GCA_021219535.1	Typhimurium	Food	USA_WI
GCA_021223265.1	Kentucky	Food	USA_AL
GCA_021223585.1	Kentucky	Food	USA_TX
GCA_021223635.1	Typhimurium	Food	USA_IN
GCA_021244725.1	Typhimurium	Food	USA_OH
GCA_021274485.1	Schwarzengrund	Food	USA_MS
GCA_021291075.1	Muenchen	Food	USA_CA
GCA_021310635.1	Infantis	Food	USA_NY
GCA_021351155.1	Kentucky	Food	USA_NY
GCA_021366375.1	Infantis	Food	USA_MD
GCA_021400435.1	Kentucky	Food	USA_OH
GCA_021400615.1	Kentucky	Food	USA_TN
GCA_021401605.1	Typhimurium	Food	USA_PA
GCA_021428445.1	Typhimurium	Food	USA_GA
GCA_021428685.1	Typhimurium	Food	USA_SC
GCA_021429025.1	Thompson	Food	USA_RI
GCA_021429065.1	Infantis	Food	USA_MD
GCA_021429085.1	Kentucky	Food	USA_VA
GCA_021430825.1	Kentucky	Food	USA_OH
GCA_021444145.1	Enteritidis	Food	USA_NC
GCA_021444165.1	Kentucky	Food	USA_SC
GCA_021465805.1	Enteritidis	Food	USA_AR
GCA_021659215.1	Kentucky	Food	USA_AL
GCA_021714015.1	Kentucky	Food	USA_TX
GCA_021714175.1	Kentucky	Food	USA_VA
GCA_021715165.1	Kentucky	Food	USA_NY
GCA_021715195.1	Elomrane	Food	USA_CA
GCA_021715255.1	Enteritidis	Food	USA_CA
GCA_021715295.1	Typhimurium	Food	USA_CA
GCA_021724635.1	Infantis	Food	USA_AR
GCA_021748085.1	Kentucky	Food	USA_SC
GCA_021748105.1	Kentucky	Food	USA_MD
GCA_021755725.1	Kentucky	Food	USA_GA
GCA_021755865.1	Infantis	Food	USA_SC
GCA_021757605.1	Kentucky	Food	USA_MO
GCA_021760125.1	Kentucky	Food	USA_NC
GCA_021867795.1	Infantis	Food	USA_MO
GCA_021869435.1	Kentucky	Food	USA_SC
GCA_021869455.1	Kentucky	Food	USA_AL
GCA_021924925.1	Infantis	Food	USA_CA
GCA_022052705.1	Kentucky	Food	USA_AR
GCA_022257295.1	Infantis	Food	USA_PA
GCA_022319565.1	Mbandaka	Food	USA_AL
GCA_022362515.1	Kentucky	Food	USA_CA
GCA_022365215.1	Typhimurium	Food	USA_CA
GCA_022379515.1	Schwarzengrund	Food	USA_TX
GCA_022379695.1	Infantis	Food	USA_SC
GCA_022380435.1	Typhimurium	Food	USA_GA
GCA_022381835.1	Kentucky	Food	USA_TX
GCA_022390345.1	Kentucky	Food	USA_AL
GCA_022417475.1	Kentucky	Food	USA_GA
GCA_022418235.1	Infantis	Food	USA_MD
GCA_022418605.1	Kentucky	Food	USA_NC
GCA_022436775.1	Schwarzengrund	Food	USA_TN
GCA_022444885.1	Kentucky	Food	USA_NJ
GCA_022445265.1	Kentucky	Food	USA_AL
GCA_022445385.1	Kentucky	Food	USA_IL
GCA_022446145.1	Kentucky	Food	USA_NJ
GCA_022475495.1	Kentucky	Food	USA_CA
GCA_022479535.1	Typhimurium	Food	USA_GA
GCA_022480315.1	Kentucky	Food	USA_MD
GCA_022480825.1	Infantis	Food	USA_NY
GCA_022491555.1	Kentucky	Food	USA_TX
GCA_022491615.1	Enteritidis	Food	USA_WA
GCA_022491795.1	Infantis	Food	USA_NC
GCA_022526705.1	Kentucky	Food	USA_RI
GCA_022578205.1	Kentucky	Food	USA_CA
GCA_022578265.1	Kentucky	Food	USA_CA
GCA_022581675.1	Typhimurium	Food	USA_FL
GCA_022584075.1	Typhimurium	Food	USA_IN
GCA_022587475.1	Thompson	Food	USA_NY
GCA_022588255.1	Kentucky	Food	USA_WI
GCA_022590675.1	Kentucky	Food	USA_GA
GCA_022590735.1	Infantis	Food	USA_GA
GCA_022611215.1	Typhimurium	Food	USA_GA
GCA_022616975.1	Infantis	Food	USA_SC
GCA_022618235.1	Kentucky	Food	USA_CA
GCA_022618255.1	Kentucky	Food	USA_NJ
GCA_022660215.1	Infantis	Food	USA_MS
GCA_022660235.1	Infantis	Food	USA_VA
GCA_022667875.1	Kentucky	Food	USA_MS
GCA_022668195.1	Typhimurium	Food	USA_NY
GCA_022692835.1	Kentucky	Food	USA_CA
GCA_022872985.1	Kentucky	Food	USA_FL
GCA_022873025.1	Infantis	Food	USA_AR
GCA_022880155.1	Kentucky	Food	USA_CA
GCA_022887355.1	Infantis	Food	USA_WA
GCA_022890675.1	Kentucky	Food	USA_DE
GCA_022906715.1	Enteritidis	Food	USA_AR
GCA_022906755.1	Kentucky	Food	USA_AL
GCA_022912015.1	Typhimurium	Food	USA_FL
GCA_022912075.1	Kentucky	Food	USA_TX
GCA_022912695.1	Infantis	Food	USA_SC
GCA_022912835.1	Typhimurium	Food	USA_VA
GCA_022914755.1	Kentucky	Food	USA_TX
GCA_022928105.1	Kentucky	Food	USA_IL
GCA_022928125.1	Enteritidis	Food	USA_TX
GCA_022936845.1	Kentucky	Food	USA_OH
GCA_022950175.1	Kentucky	Food	USA_PA
GCA_022950335.1	Enteritidis	Food	USA_SC
GCA_022950355.1	Kentucky	Food	USA_NY
GCA_022959215.1	Enteritidis	Food	USA_NC
GCA_022959235.1	Kentucky	Food	USA_MN
GCA_022965845.1	Kentucky	Food	USA_AL
GCA_022994965.1	Kentucky	Food	USA_TN
GCA_022995145.1	Kentucky	Food	USA_TN
GCA_022995165.1	Kentucky	Food	USA_DE
GCA_022995885.1	Typhimurium	Food	USA_TX
GCA_023017905.1	Typhimurium	Food	USA_NJ
GCA_023021205.1	Infantis	Food	USA_NC
GCA_023021425.1	Infantis	Food	USA_MO
GCA_023046695.1	Schwarzengrund	Food	USA_TN
GCA_023103095.1	Kentucky	Food	USA_OK
GCA_023105645.1	Infantis	Food	USA_TX
GCA_023180115.1	Enteritidis	Food	USA_LA
GCA_023185675.1	Infantis	Food	USA_OH
GCA_023193095.1	Kentucky	Food	USA_NJ
GCA_023193115.1	Kentucky	Food	USA_IL
GCA_023194895.1	Typhimurium	Food	USA_VA
GCA_023203475.1	Typhimurium	Food	USA_AL
GCA_023223015.1	Kentucky	Food	USA_IL
GCA_023223215.1	Infantis	Food	USA_NC
GCA_023328925.1	Enteritidis	Food	USA_NY
GCA_023396875.1	Kentucky	Food	USA_NC
GCA_023466275.1	Enteritidis	Food	USA_OH
GCA_023529795.1	Infantis	Food	USA_GA
GCA_023564505.1	Kentucky	Food	USA_GA
GCA_023983435.1	Kentucky	Food	USA_NY
GCA_024073225.1	Infantis	Food	USA_NY
GCA_024162425.1	Infantis	Food	USA_PA
GCA_024194895.1	Kentucky	Food	USA_PA
GCA_024263105.1	Kentucky	Food	USA_AR
GCA_024350745.1	Typhimurium	Food	USA_IN
GCA_024374175.1	Enteritidis	Food	USA_AR
GCA_024407675.1	Typhimurium	Food	USA_IN
GCA_024558905.1	Kentucky	Food	USA_AR
GCA_024701095.1	Heidelberg	Food	Brazil
GCA_024701195.1	Heidelberg	Food	Brazil
GCA_024701225.1	Heidelberg	Food	Brazil
GCA_024701235.1	Heidelberg	Food	Brazil
GCA_024701275.1	Heidelberg	Food	Brazil
GCA_024701635.1	Heidelberg	Food	Brazil
GCA_024701675.1	Heidelberg	Food	Brazil
GCA_024701695.1	Heidelberg	Food	Brazil
GCA_024701715.1	Heidelberg	Food	Brazil
GCA_024882975.1	Kentucky	Food	USA_CA
GCA_024928045.1	Kentucky	Food	USA_TX
GCA_024951345.1	Kentucky	Food	USA_TX
GCA_025021985.1	Kentucky	Food	USA_OH
GCA_025114265.1	Kentucky	Food	USA_AR
GCA_025114805.1	Kentucky	Food	USA_ME
GCA_025176875.1	Heidelberg	Food	Brazil
GCA_025176895.1	Heidelberg	Food	Brazil
GCA_025176915.1	Heidelberg	Food	Brazil
GCA_025176935.1	Muenchen	Food	Brazil
GCA_025176955.1	Muenchen	Food	Brazil
GCA_025176975.1	Heidelberg	Food	Brazil
GCA_025176995.1	Heidelberg	Food	Brazil
GCA_025177015.1	Heidelberg	Food	Brazil
GCA_025177035.1	Heidelberg	Food	Brazil
GCA_025177075.1	Muenchen	Food	Brazil
GCA_025212975.1	Infantis	Food	USA_TX
GCA_025223655.1	Infantis	Food	USA_NY
GCA_025225235.1	Kentucky	Food	USA_AR
GCA_025369495.1	Kentucky	Food	USA_NY
GCA_025529815.1	Kentucky	Food	USA_CA
GCA_025690725.1	Kentucky	Food	USA_ME
GCA_025693685.1	Kentucky	Food	USA_NY
GCA_025715285.1	Kentucky	Food	USA_IA
GCA_025733635.1	Typhimurium	Food	USA_NY
GCA_025851195.1	Kentucky	Food	USA_NY
GCA_025933115.1	Kentucky	Food	USA_AR
GCA_026209435.1	Kentucky	Food	USA_NY
GCA_026277265.1	Kentucky	Food	USA_OH
GCA_026321875.1	Blockley	Food	USA_NY
GCA_026579085.1	Kentucky	Food	USA_OH
GCA_026677735.1	Infantis	Food	USA_NY
GCA_027048155.1	Kentucky	Food	USA_RI
GCA_028007245.1	Kentucky	Food	USA_RI
GCA_028007345.1	Kentucky	Food	USA_MI
GCA_028012455.1	Kentucky	Food	USA_ME
GCA_028013425.1	Kentucky	Food	USA_PA
GCA_028017355.1	Kentucky	Food	USA_RI
GCA_028044715.1	Kentucky	Food	USA_RI
GCA_028130335.1	Typhimurium	Food	USA_NY
GCA_028163885.1	Enteritidis	Food	USA_IL
GCA_028182665.1	Kentucky	Food	USA_PA
GCA_028215455.1	Kentucky	Food	USA_RI
GCA_028431415.1	Enteritidis	Food	USA_PA
GCA_028548115.1	Infantis	Food	USA_ME
GCA_028562855.1	Enteritidis	Food	USA_OH
GCA_028562955.1	Salmonella enterica	Food	USA_PA
GCA_028582235.1	Kentucky	Food	USA_PA
GCA_028672365.1	Kentucky	Food	USA_NY
GCA_028836965.1	Salmonella enterica	Food	USA_ME
GCA_028911195.1	Infantis	Food	USA_PA
GCA_028912545.1	Kentucky	Food	USA_NY
GCA_029173265.1	Schwarzengrund	Food	USA_NE
GCA_029214115.1	Kentucky	Food	USA_PA
GCA_029228435.1	Kentucky	Food	USA_PA
GCA_029333915.1	Kentucky	Food	USA_NE
GCA_029380205.1	Typhimurium	Food	USA_NE
GCA_029399975.1	Kentucky	Food	USA_OH
GCA_029423395.1	Thompson	Food	USA_ME
GCA_029475885.1	null	Food	China_Henan
GCA_029476965.1	null	Food	China_Henan
GCA_029476985.1	null	Food	China_Henan
GCA_029477135.1	null	Food	China_Henan
GCA_029478645.1	null	Food	China_Henan
GCA_029479635.1	null	Food	China_Henan
GCA_029479685.1	null	Food	China_Henan
GCA_029480485.1	null	Food	China_Henan
GCA_029480575.1	null	Food	China_Henan
GCA_029480845.1	null	Food	China_Henan
GCA_029480865.1	null	Food	China_Henan
GCA_029487345.1	null	Food	China_Henan
GCA_029487625.1	null	Food	China_Henan
GCA_029487665.1	null	Food	China_Henan
GCA_029487865.1	null	Food	China_Henan
GCA_029487885.1	null	Food	China_Shandong
GCA_029487905.1	null	Food	China_Henan
GCA_029487925.1	null	Food	China_Shandong
GCA_029487985.1	null	Food	China_Henan
GCA_029488005.1	null	Food	China_Henan
GCA_029539745.1	Kentucky	Food	USA_ME
GCA_029588175.1	Kentucky	Food	USA_PA
GCA_029588635.1	Kentucky	Food	USA_OH
GCA_029600955.1	Typhimurium	Food	USA_PA
GCA_029688805.1	Kentucky	Food	USA_OH
GCA_029735275.1	Typhimurium	Food	USA_OH
GCA_029769445.1	Typhimurium	Food	USA_PA
GCA_015000785.1	Infantis	Food	Brazil
GCA_015004875.1	Infantis	Food	Brazil
GCA_015005435.1	Heidelberg	Food	Brazil
GCA_015221915.1	Infantis	Food	Brazil
GCA_015244115.1	Infantis	Food	Brazil
GCA_015527325.1	Schwarzengrund	Food	Brazil
GCA_015527345.1	Kentucky	Food	Brazil
GCA_015527355.1	Infantis	Food	Brazil
GCA_015527445.1	Infantis	Food	Brazil
GCA_015528045.1	Heidelberg	Food	Brazil
GCA_015528245.1	Panama	Food	Brazil
GCA_016220425.1	Infantis	Food	Brazil
GCA_016232185.1	Thompson	Food	Brazil
GCA_016436925.1	Heidelberg	Food	Brazil
GCA_016437345.1	Infantis	Food	Brazil
GCA_016437365.1	Infantis	Food	Brazil
GCA_016437445.1	Infantis	Food	Brazil
GCA_017008215.1	Infantis	Food	Brazil
GCA_017008235.1	Infantis	Food	Brazil
GCA_010977655.1	Heidelberg	Food	Brazil
GCA_011157135.1	Heidelberg	Food	Brazil
GCA_005492125.1	null	Food	USA_MN
GCA_005985545.1	null	Food	USA_GA
GCA_006211945.1	Kentucky	Food	USA_MN
GCA_006391055.1	null	Food	USA_IN
GCA_007072985.1	null	Food	USA_IN
GCA_007090985.1	null	Food	USA_MN
GCA_009585865.1	Kentucky	Food	USA_MN
GCA_010146455.1	Kentucky	Food	USA_MN
GCA_010429365.1	Berta	Food	USA_MN
GCA_024442275.1	Kentucky	Food	Indonesia
GCA_024442255.1	Kentucky	Food	Indonesia
GCA_002041695.1	Enteritidis	Food	Brazil
GCA_002041845.1	Enteritidis	Food	Brazil
GCA_002041955.1	Enteritidis	Food	Brazil
GCA_007764115.1	Enteritidis	Food	Brazil
GCA_019813635.1	Infantis	Food	Ecuador
GCA_019813655.1	Infantis	Food	Ecuador
GCA_019813715.1	Infantis	Food	Ecuador
GCA_019813795.1	Infantis	Food	Ecuador
GCA_019813815.1	Infantis	Food	Ecuador
GCA_019813835.1	Infantis	Food	Ecuador
GCA_019813895.1	Infantis	Food	Ecuador
GCA_019813935.1	Infantis	Food	Ecuador
GCA_019813955.1	Infantis	Food	Ecuador
GCA_019814015.1	Infantis	Food	Ecuador
GCA_019814565.1	Infantis	Food	Ecuador
GCA_019814585.1	Infantis	Food	Ecuador
GCA_019814625.1	Infantis	Food	Ecuador
GCA_019816005.1	Infantis	Food	Ecuador
GCA_019816045.1	Infantis	Food	Ecuador
GCA_019816065.1	Infantis	Food	Ecuador
GCA_019816085.1	Infantis	Food	Ecuador
GCA_019816105.1	Infantis	Food	Ecuador
GCA_019816305.1	Infantis	Food	Ecuador
GCA_019816325.1	Infantis	Food	Ecuador
GCA_019816385.1	Infantis	Food	Ecuador
GCA_019816445.1	Infantis	Food	Ecuador
GCA_019816465.1	Infantis	Food	Ecuador
GCA_019816485.1	Infantis	Food	Ecuador
GCA_019816525.1	Infantis	Food	Ecuador
GCA_019816545.1	Infantis	Food	Ecuador
GCA_019817065.1	Infantis	Food	Ecuador
GCA_019817885.1	Infantis	Food	Ecuador
GCA_019817905.1	Infantis	Food	Ecuador
GCA_019817945.1	Infantis	Food	Ecuador
GCA_019819225.1	Infantis	Food	Ecuador
GCA_019820105.1	Infantis	Food	Ecuador
GCA_019830105.1	Infantis	Food	Ecuador
GCA_019830145.1	Infantis	Food	Ecuador
GCA_019830165.1	Infantis	Food	Ecuador
GCA_020862165.1	Infantis	Food	Ecuador
GCA_020867125.1	Infantis	Food	Ecuador
GCA_020867165.1	Infantis	Food	Ecuador
GCA_020867185.1	Infantis	Food	Ecuador
GCA_020867205.1	Infantis	Food	Ecuador
GCA_020867225.1	Infantis	Food	Ecuador
GCA_020867265.1	Infantis	Food	Ecuador
GCA_020867285.1	Infantis	Food	Ecuador
GCA_020867325.1	Infantis	Food	Ecuador
GCA_020867365.1	Infantis	Food	Ecuador
GCA_020867385.1	Infantis	Food	Ecuador
GCA_020867445.1	Infantis	Food	Ecuador
GCA_020867465.1	Infantis	Food	Ecuador
GCA_020867505.1	Infantis	Food	Ecuador
GCA_020867545.1	Infantis	Food	Ecuador
GCA_020867585.1	Infantis	Food	Ecuador
GCA_020867605.1	Infantis	Food	Ecuador
GCA_020867625.1	Infantis	Food	Ecuador
GCA_020867645.1	Infantis	Food	Ecuador
GCA_020867665.1	Infantis	Food	Ecuador
GCA_020867685.1	Infantis	Food	Ecuador
GCA_020867765.1	Infantis	Food	Ecuador
GCA_020867785.1	Infantis	Food	Ecuador
GCA_020867805.1	Infantis	Food	Ecuador
GCA_020868265.1	Infantis	Food	Ecuador
GCA_020868285.1	Infantis	Food	Ecuador
GCA_020868305.1	Infantis	Food	Ecuador
GCA_020868325.1	Infantis	Food	Ecuador
GCA_020868345.1	Infantis	Food	Ecuador
GCA_020868425.1	Infantis	Food	Ecuador
GCA_020868445.1	Infantis	Food	Ecuador
GCA_020868485.1	Infantis	Food	Ecuador
GCA_020868525.1	Infantis	Food	Ecuador
GCA_020868545.1	Infantis	Food	Ecuador
GCA_020868585.1	Infantis	Food	Ecuador
GCA_020868605.1	Infantis	Food	Ecuador
GCA_020868625.1	Infantis	Food	Ecuador
GCA_020868645.1	Infantis	Food	Ecuador
GCA_017083165.1	null	Food	USA_SC
GCA_017083185.1	null	Food	USA_SC
GCA_017111065.1	null	Food	USA_SC
GCA_017111205.1	null	Food	USA_SC
GCA_017339615.1	null	Food	USA_SC
GCA_017339635.1	null	Food	USA_SC
GCA_017339655.1	null	Food	USA_SC
GCA_017482075.1	null	Food	USA_SC
GCA_017482265.1	null	Food	USA_SC
GCA_018169195.1	null	Food	USA_SC
GCA_018169235.1	null	Food	USA_SC
GCA_018169315.1	null	Food	USA_SC
GCA_018169395.1	null	Food	USA_SC
GCA_018185775.1	null	Food	USA_SC
GCA_018477445.1	null	Food	USA_SC
GCA_018477465.1	null	Food	USA_SC
GCA_018477485.1	null	Food	USA_SC
GCA_018477505.1	null	Food	USA_SC
GCA_018477545.1	null	Food	USA_SC
GCA_019205505.1	null	Food	USA_SC
GCA_019209445.1	null	Food	USA_SC
GCA_019237665.1	null	Food	USA_SC
GCA_019239675.1	null	Food	USA_SC
GCA_019252455.1	null	Food	USA_SC
GCA_019252945.1	null	Food	USA_SC
GCA_019252975.1	null	Food	USA_SC
GCA_019255805.1	null	Food	USA_SC
GCA_019256285.1	null	Food	USA_SC
GCA_019256305.1	null	Food	USA_SC
GCA_019256325.1	null	Food	USA_SC
GCA_019256805.1	null	Food	USA_SC
GCA_019256825.1	null	Food	USA_SC
GCA_019256905.1	null	Food	USA_SC
GCA_019256965.1	null	Food	USA_SC
GCA_019257505.1	null	Food	USA_SC
GCA_019830355.1	null	Food	USA_SC
GCA_019830375.1	null	Food	USA_SC
GCA_022050305.1	null	Food	USA_SC
GCA_029471945.1	null	Food	China_Henan
GCA_029472005.1	null	Food	China_Henan
GCA_029472065.1	null	Food	China_Henan
GCA_029475905.1	null	Food	China_Henan
GCA_029476005.1	null	Food	China_Henan
GCA_029476705.1	null	Food	China_Henan
GCA_029476865.1	null	Food	China_Henan
GCA_029476885.1	null	Food	China_Henan
GCA_029476905.1	null	Food	China_Henan
GCA_029478875.1	null	Food	China_Henan
GCA_029479715.1	null	Food	China_Henan
GCA_029479775.1	null	Food	China_Henan
GCA_029479825.1	null	Food	China_Henan
GCA_029480145.1	null	Food	China_Henan
GCA_029480305.1	null	Food	China_Henan
GCA_029480665.1	null	Food	China_Shandong
GCA_029480695.1	null	Food	China_Shandong
GCA_029487565.1	null	Food	China_Henan
GCA_029487605.1	null	Food	China_Henan
GCA_029487685.1	null	Food	China_Henan
GCA_029487745.1	null	Food	China_Henan
GCA_029487785.1	null	Food	China_Henan
GCA_029487965.1	null	Food	China_Henan
GCA_001690095.1	Heidelberg	Food	Canada
GCA_007047285.1	null	Food	Guyana
GCA_006523415.1	Manhattan	Food	USA_NY
GCA_016232265.1	Corvallis	Food	Brazil
GCA_023797535.1	null	Food	USA_TN
GCA_023797675.1	null	Food	USA_TN
GCA_023798015.1	null	Food	USA_TN
GCA_023798055.1	null	Food	USA_TN
GCA_023798155.1	null	Food	USA_TN
GCA_023798395.1	null	Food	USA_TN
GCA_011082925.1	Enteritidis	Food	USA_MN
GCA_011083285.1	Kentucky	Food	USA_MN
GCA_011084325.1	Heidelberg	Food	USA_MN
GCA_011085605.1	Enteritidis	Food	USA_MN
GCA_011637855.1	Enteritidis	Food	USA_MN
GCA_011086165.1	Montevideo	Food	USA_MN
GCA_013533895.2	null	Food	USA_OR
GCA_013533935.1	null	Food	USA_OR
GCA_013534175.1	null	Food	USA_OR
GCA_028534435.1	null	Food	Chile
GCA_028534485.1	null	Food	Chile
GCA_028534515.1	null	Food	Chile
GCA_028534535.1	null	Food	Chile
GCA_028534555.1	null	Food	Chile
GCA_028534685.1	null	Food	Chile
GCA_028534705.1	null	Food	Chile
GCA_028538575.1	null	Food	Chile
GCA_028538615.1	null	Food	Chile
GCA_028538675.1	null	Food	Chile
GCA_028538695.1	null	Food	Chile
GCA_028538715.1	null	Food	Chile
GCA_028538735.1	null	Food	Chile
GCA_028538795.1	null	Food	Chile
GCA_028540305.1	null	Food	Chile
GCA_028641675.1	null	Food	Chile
GCA_028641975.1	null	Food	Chile
GCA_028642115.1	null	Food	Chile
GCA_028642135.1	null	Food	Chile
GCA_028642155.1	null	Food	Chile
GCA_028642175.1	null	Food	Chile
GCA_028643325.1	null	Food	Chile
GCA_028643365.1	null	Food	Chile
GCA_028644205.1	null	Food	Chile
GCA_028644285.1	null	Food	Chile
GCA_028657815.1	null	Food	Chile
GCA_029647605.1	null	Food	Chile
