"Table S1. Metadata of 122,680 filtered Salmonella enterica genomes."			
Genome ID	Serotype	Isolation Source	Country
GCA_016437505.1	Infantis	Feces	Brazil
GCA_016437525.1	Infantis	Feces	Brazil
GCA_016438385.1	Infantis	Feces	Brazil
GCA_016438625.1	Infantis	Feces	Brazil
GCA_016579285.1	Enteritidis	Feces	USA_MN
GCA_016579625.1	null	Feces	USA_NC
GCA_016579645.1	null	Feces	USA_NC
GCA_016579705.1	null	Feces	USA_NC
GCA_016611525.1	null	Feces	USA_IA
GCA_016629825.1	Typhimurium	Feces	Ireland
GCA_016629845.1	Typhimurium	Feces	Ireland
GCA_016630745.1	null	Feces	Ireland
GCA_016631005.1	Typhimurium	Feces	Ireland
GCA_016638525.1	null	Feces	China_Jiangsu
GCA_016638585.1	null	Feces	China_Jiangsu
GCA_016652585.1	Typhi	Feces	China_Shandong
GCA_016658185.1	null	Feces	USA_OK
GCA_016658205.1	null	Feces	USA_OK
GCA_016658325.1	null	Feces	USA_OK
GCA_016658345.1	null	Feces	USA_MI
GCA_016734085.1	null	Feces	USA_MI
GCA_016745495.1	Ceyco	Feces	India
GCA_016903075.1	null	Feces	China_Jiangsu
GCA_017007875.1	Panama	Feces	Brazil
GCA_017090485.1	null	Feces	Canada
GCA_017090645.1	4	Feces	Canada
GCA_017174815.1	null	Feces	USA
GCA_018072145.1	null	Feces	USA_NY
GCA_018113925.2	null	Feces	USA
GCA_018271965.1	1	Feces	China
GCA_018271985.1	1	Feces	China_Guangdong
GCA_018272005.1	Typhimurium	Feces	China
GCA_018272065.1	1	Feces	China_Guangdong
GCA_018272085.1	1	Feces	China
GCA_018272095.1	Typhimurium	Feces	China_Guangdong
GCA_018272125.1	1	Feces	China_Guangdong
GCA_018272145.1	1	Feces	China_Guangdong
GCA_018272165.1	Typhimurium	Feces	China
GCA_018272185.1	1	Feces	China
GCA_018272195.1	1	Feces	China
GCA_018272225.1	1	Feces	China_Guangdong
GCA_018272245.1	1	Feces	China
GCA_018272265.1	1	Feces	China_Guangdong
GCA_018272285.1	Typhimurium	Feces	China_Guangdong
GCA_018272295.1	Typhimurium	Feces	China
GCA_018272325.1	Typhimurium	Feces	China_Guangdong
GCA_018272345.1	1	Feces	China_Guangdong
GCA_018272365.1	1	Feces	China
GCA_018272385.1	1	Feces	China
GCA_018272405.1	Typhimurium	Feces	China_Guangdong
GCA_018272425.1	Typhimurium	Feces	China_Guangdong
GCA_018272435.1	Typhimurium	Feces	China_Guangdong
GCA_018272465.1	1	Feces	China
GCA_018272485.1	Typhimurium	Feces	China
GCA_018272505.1	Typhimurium	Feces	China_Guangdong
GCA_018272525.1	Typhimurium	Feces	China_Guangdong
GCA_018272545.1	1	Feces	China_Guangdong
GCA_018272565.1	1	Feces	China_Guangdong
GCA_018272585.1	1	Feces	China
GCA_018272605.1	1	Feces	China_Guangdong
GCA_018272615.1	Typhimurium	Feces	China_Guangdong
GCA_018272645.1	1	Feces	China_Guangdong
GCA_018272665.1	Typhimurium	Feces	China_Guangdong
GCA_018272685.1	1	Feces	China_Guangdong
GCA_018272705.1	1	Feces	China_Guangdong
GCA_018272725.1	1	Feces	China
GCA_018272735.1	1	Feces	China_Guangdong
GCA_018272765.1	1	Feces	China_Guangdong
GCA_018272775.1	1	Feces	China
GCA_018272805.1	1	Feces	China_Guangdong
GCA_018272815.1	1	Feces	China_Guangdong
GCA_018272845.1	1	Feces	China_Guangdong
GCA_018272855.1	1	Feces	China_Guangdong
GCA_018272885.1	Typhimurium	Feces	China_Guangdong
GCA_018272905.1	1	Feces	China_Guangdong
GCA_018272925.1	1	Feces	China
GCA_018272945.1	1	Feces	China_Guangdong
GCA_018272965.1	1	Feces	China
GCA_018272985.1	Typhimurium	Feces	China_Guangdong
GCA_018273005.1	Typhimurium	Feces	China
GCA_018273025.1	1	Feces	China
GCA_018273035.1	1	Feces	China_Guangdong
GCA_018273065.1	1	Feces	China_Guangdong
GCA_018273085.1	1	Feces	China_Guangdong
GCA_018273105.1	Typhimurium	Feces	China
GCA_018273125.1	Typhimurium	Feces	China_Guangdong
GCA_018273145.1	Typhimurium	Feces	China
GCA_018273165.1	1	Feces	China_Guangdong
GCA_018273175.1	1	Feces	China
GCA_018273205.1	1	Feces	China
GCA_018273225.1	1	Feces	China
GCA_018273245.1	Typhimurium	Feces	China_Guangdong
GCA_018273265.1	1	Feces	China_Guangdong
GCA_018273285.1	1	Feces	China
GCA_018273305.1	1	Feces	China
GCA_018273325.1	1	Feces	China_Guangdong
GCA_018273345.1	Typhimurium	Feces	China
GCA_018273365.1	1	Feces	China
GCA_018273385.1	1	Feces	China
GCA_018273405.1	1	Feces	China_Guangdong
GCA_018273415.1	1	Feces	China
GCA_018273425.1	1	Feces	China_Guangdong
GCA_018273465.1	1	Feces	China
GCA_018273485.1	Typhimurium	Feces	China_Guangdong
GCA_018273505.1	1	Feces	China
GCA_018273525.1	Typhimurium	Feces	China_Guangdong
GCA_018273545.1	1	Feces	China_Guangdong
GCA_018273565.1	1	Feces	China_Guangdong
GCA_018273585.1	1	Feces	China
GCA_018273595.1	1	Feces	China
GCA_018273625.1	1	Feces	China_Guangdong
GCA_018273645.1	1	Feces	China
GCA_018273665.1	1	Feces	China_Guangdong
GCA_018273685.1	1	Feces	China_Guangdong
GCA_018273705.1	1	Feces	China_Guangdong
GCA_018273715.1	1	Feces	China
GCA_018273745.1	Typhimurium	Feces	China_Guangdong
GCA_018273765.1	Typhimurium	Feces	China_Guangdong
GCA_018273775.1	1	Feces	China
GCA_018273805.1	Typhimurium	Feces	China_Guangdong
GCA_018273825.1	1	Feces	China_Guangdong
GCA_018273835.1	Typhimurium	Feces	China_Guangdong
GCA_018273865.1	1	Feces	China_Guangdong
GCA_018273885.1	1	Feces	China
GCA_018273905.1	1	Feces	China_Guangdong
GCA_018273915.1	1	Feces	China_Guangdong
GCA_018273945.1	Typhimurium	Feces	China_Guangdong
GCA_018273965.1	1	Feces	China_Guangdong
GCA_018273985.1	1	Feces	China_Guangdong
GCA_018273995.1	Typhimurium	Feces	China_Guangdong
GCA_018274005.1	Typhimurium	Feces	China_Guangdong
GCA_018274015.1	Typhimurium	Feces	China_Guangdong
GCA_018274065.1	Typhimurium	Feces	China_Guangdong
GCA_018274085.1	1	Feces	China_Guangdong
GCA_018274095.1	1	Feces	China_Guangdong
GCA_018274135.1	1	Feces	China_Guangdong
GCA_018274165.1	1	Feces	China_Guangdong
GCA_018274175.1	1	Feces	China_Guangdong
GCA_018274205.1	1	Feces	China_Guangdong
GCA_018274225.1	Typhimurium	Feces	China_Guangdong
GCA_018274235.1	1	Feces	China
GCA_018274265.1	1	Feces	China_Guangdong
GCA_018274285.1	Typhimurium	Feces	China_Guangdong
GCA_018274295.1	1	Feces	China_Guangdong
GCA_018275345.1	1	Feces	China_Guangdong
GCA_018424745.1	Typhimurium	Feces	China
GCA_018506985.1	null	Feces	Austria
GCA_018507015.1	null	Feces	Austria
GCA_018507035.1	null	Feces	Austria
GCA_018507065.1	null	Feces	Austria
GCA_018507105.1	null	Feces	Austria
GCA_018507145.1	null	Feces	Portugal
GCA_018507165.1	null	Feces	Austria
GCA_018507185.1	null	Feces	Portugal
GCA_018507205.1	null	Feces	Austria
GCA_018507225.1	null	Feces	Portugal
GCA_018507345.1	null	Feces	Austria
GCA_018507365.1	null	Feces	Austria
GCA_018507385.1	null	Feces	Austria
GCA_018507405.1	null	Feces	Austria
GCA_018507425.1	null	Feces	Austria
GCA_018507445.1	null	Feces	Austria
GCA_018507485.1	null	Feces	Portugal
GCA_018507505.1	null	Feces	Portugal
GCA_018507525.1	null	Feces	Portugal
GCA_018507545.1	null	Feces	Portugal
GCA_018507565.1	null	Feces	Portugal
GCA_018507585.1	null	Feces	Portugal
GCA_018507625.1	null	Feces	Portugal
GCA_018507645.1	null	Feces	Portugal
GCA_018507665.1	null	Feces	Portugal
GCA_018507685.1	null	Feces	Portugal
GCA_018507705.1	null	Feces	Portugal
GCA_018507725.1	null	Feces	Portugal
GCA_018507745.1	null	Feces	Portugal
GCA_018507765.1	null	Feces	Portugal
GCA_018507825.1	null	Feces	Austria
GCA_018510165.1	null	Feces	Finland
GCA_018510185.1	null	Feces	Finland
GCA_018510205.1	null	Feces	Finland
GCA_018510225.1	null	Feces	Finland
GCA_018510245.1	null	Feces	Finland
GCA_018510265.1	null	Feces	Finland
GCA_018510285.1	null	Feces	Finland
GCA_018510305.1	null	Feces	Finland
GCA_018510345.1	null	Feces	Finland
GCA_018510425.1	null	Feces	Finland
GCA_018510485.1	null	Feces	Finland
GCA_018510505.1	null	Feces	Finland
GCA_018510565.1	null	Feces	Finland
GCA_018510605.1	null	Feces	Finland
GCA_018510625.1	null	Feces	Finland
GCA_018510645.1	null	Feces	Finland
GCA_018510665.1	null	Feces	Finland
GCA_018510685.1	null	Feces	Finland
GCA_018510705.1	null	Feces	Finland
GCA_018510745.1	null	Feces	Finland
GCA_018510765.1	null	Feces	Finland
GCA_018510785.1	null	Feces	Finland
GCA_018510805.1	null	Feces	Finland
GCA_018510865.1	null	Feces	Finland
GCA_018510885.1	null	Feces	Finland
GCA_018510915.1	null	Feces	Spain
GCA_018510985.1	null	Feces	Spain
GCA_018511005.1	null	Feces	Austria
GCA_018511025.1	null	Feces	Austria
GCA_018511045.1	null	Feces	Austria
GCA_018511065.1	null	Feces	Austria
GCA_018511085.1	null	Feces	Austria
GCA_018511105.1	null	Feces	Austria
GCA_018511115.1	null	Feces	Austria
GCA_018511145.1	null	Feces	Austria
GCA_018511165.1	null	Feces	Austria
GCA_018511185.1	null	Feces	Austria
GCA_018511205.1	null	Feces	Austria
GCA_018511245.1	null	Feces	Austria
GCA_018511265.1	null	Feces	Austria
GCA_018511285.1	null	Feces	Austria
GCA_018511325.1	null	Feces	Austria
GCA_018511345.1	null	Feces	Austria
GCA_018511365.1	null	Feces	Austria
GCA_018511405.1	null	Feces	Austria
GCA_018511425.1	null	Feces	Austria
GCA_018511445.1	null	Feces	Austria
GCA_018511465.1	null	Feces	Austria
GCA_018511485.1	null	Feces	Austria
GCA_018511505.1	null	Feces	Austria
GCA_018511525.1	null	Feces	Austria
GCA_018511545.1	null	Feces	Austria
GCA_018511565.1	null	Feces	Austria
GCA_018511585.1	null	Feces	Austria
GCA_018511605.1	null	Feces	Austria
GCA_018511625.1	null	Feces	Austria
GCA_018511645.1	null	Feces	Austria
GCA_018511685.1	null	Feces	Austria
GCA_018511705.1	null	Feces	Austria
GCA_018511725.1	null	Feces	Austria
GCA_018511745.1	null	Feces	Austria
GCA_018511765.1	null	Feces	Austria
GCA_018511865.1	null	Feces	Austria
GCA_018531225.1	1	Feces	China
GCA_018531245.1	1	Feces	China_Guangdong
GCA_018531265.1	Typhimurium	Feces	China_Guangdong
GCA_018531285.1	Typhimurium	Feces	China_Guangdong
GCA_018531305.1	Typhimurium	Feces	China_Guangdong
GCA_018531315.1	1	Feces	China_Guangdong
GCA_018531345.1	Typhimurium	Feces	China_Guangdong
GCA_018531355.1	Typhimurium	Feces	China_Guangdong
GCA_018531395.1	Typhimurium	Feces	China_Guangdong
GCA_018805655.1	null	Feces	USA_TN
GCA_018915665.1	Typhimurium	Feces	USA_MN
GCA_018915675.1	Typhimurium	Feces	USA_MN
GCA_018915685.1	Typhimurium	Feces	USA_MN
GCA_018915725.1	Typhimurium	Feces	USA_MN
GCA_018915745.1	Typhimurium	Feces	USA_MN
GCA_018915765.1	Typhimurium	Feces	USA_MN
GCA_018915785.1	Typhimurium	Feces	USA_MN
GCA_018915805.1	Typhimurium	Feces	USA_MN
GCA_018915825.1	Typhimurium	Feces	USA_MN
GCA_018915845.1	Typhimurium	Feces	USA_MN
GCA_018915855.1	Typhimurium	Feces	USA_MN
GCA_018915885.1	Typhimurium	Feces	USA_MN
GCA_018915905.1	Typhimurium	Feces	USA_MN
GCA_018915925.1	Typhimurium	Feces	USA_MN
GCA_018915945.1	Typhimurium	Feces	USA_MN
GCA_018915965.1	Typhimurium	Feces	USA_MN
GCA_018915985.1	Typhimurium	Feces	USA_MN
GCA_018916005.1	Typhimurium	Feces	USA_MN
GCA_018916025.1	Typhimurium	Feces	USA_MN
GCA_018916045.1	Typhimurium	Feces	USA_MN
GCA_018916065.1	Typhimurium	Feces	USA_MN
GCA_018916085.1	Typhimurium	Feces	USA_MN
GCA_018916105.1	Typhimurium	Feces	USA_MN
GCA_018916125.1	Typhimurium	Feces	USA_MN
GCA_018916145.1	Typhimurium	Feces	USA_MN
GCA_018916165.1	Typhimurium	Feces	USA_MN
GCA_018916185.1	Typhimurium	Feces	USA_MN
GCA_018916205.1	Typhimurium	Feces	USA_MN
GCA_018916215.1	Typhimurium	Feces	USA_MN
GCA_018916245.1	Typhimurium	Feces	USA_MN
GCA_018916265.1	Typhimurium	Feces	USA_MN
GCA_018916285.1	Typhimurium	Feces	USA_MN
GCA_018916305.1	Typhimurium	Feces	USA_MN
GCA_018916325.1	Typhimurium	Feces	USA_MN
GCA_018916345.1	Typhimurium	Feces	USA_MN
GCA_018916365.1	Typhimurium	Feces	USA_MN
GCA_018916385.1	Typhimurium	Feces	USA_MN
GCA_018916405.1	Typhimurium	Feces	USA_MN
GCA_018916425.1	Typhimurium	Feces	USA_MN
GCA_018916445.1	Typhimurium	Feces	USA_MN
GCA_018916465.1	Typhimurium	Feces	USA_MN
GCA_018916475.1	Typhimurium	Feces	USA_MN
GCA_018916485.1	Typhimurium	Feces	USA_MN
GCA_018954715.1	null	Feces	USA_NC
GCA_018954795.1	null	Feces	USA_NC
GCA_019004105.1	null	Feces	USA_NY
GCA_019004125.1	null	Feces	USA_NY
GCA_019004265.1	null	Feces	USA_NY
GCA_019081525.1	null	Feces	USA_NY
GCA_019081555.1	null	Feces	USA_NY
GCA_019082385.1	null	Feces	USA_NY
GCA_019082645.1	null	Feces	USA_NY
GCA_019082705.1	null	Feces	USA_NY
GCA_019082985.1	null	Feces	USA_NY
GCA_019083645.1	null	Feces	USA_NY
GCA_019086205.1	null	Feces	USA_NC
GCA_019086285.1	null	Feces	USA_NC
GCA_019148595.1	Enteritidis	Feces	Brazil_Sao Paulo
GCA_019339425.1	null	Feces	Spain
GCA_019380875.1	null	Feces	USA_TN
GCA_020069605.1	Typhimurium	Feces	Peru
GCA_020069915.1	Typhimurium	Feces	Peru
GCA_020070065.1	Typhimurium	Feces	Peru
GCA_020070095.1	Typhimurium	Feces	Peru
GCA_020070115.1	Typhimurium	Feces	Peru
GCA_020070215.1	Typhimurium	Feces	Peru
GCA_020070255.1	Typhimurium	Feces	Peru
GCA_020070345.1	Typhimurium	Feces	Peru
GCA_020070365.1	Typhimurium	Feces	Peru
GCA_020070385.1	Typhimurium	Feces	Peru
GCA_020070495.1	Typhimurium	Feces	Peru
GCA_020070565.1	Typhimurium	Feces	Peru
GCA_020070575.1	Typhimurium	Feces	Peru
GCA_020070585.1	Typhimurium	Feces	Peru
GCA_020070645.1	Typhimurium	Feces	Peru
GCA_020070665.1	Typhimurium	Feces	Peru
GCA_020070675.1	Typhimurium	Feces	Peru
GCA_020070685.1	Typhimurium	Feces	Peru
GCA_020070725.1	Typhimurium	Feces	Peru
GCA_020070745.1	Typhimurium	Feces	Peru
GCA_020070825.1	Typhimurium	Feces	Peru
GCA_020070945.1	Typhimurium	Feces	Peru
GCA_020070965.1	Typhimurium	Feces	Peru
GCA_020070995.1	Typhimurium	Feces	Peru
GCA_020071025.1	Typhimurium	Feces	Peru
GCA_020071035.1	Typhimurium	Feces	Peru
GCA_020071065.1	Typhimurium	Feces	Peru
GCA_020071075.1	Typhimurium	Feces	Peru
GCA_020071105.1	Typhimurium	Feces	Peru
GCA_020071125.1	Typhimurium	Feces	Peru
GCA_020071145.1	Typhimurium	Feces	Peru
GCA_020071165.1	Typhimurium	Feces	Peru
GCA_020071185.1	Typhimurium	Feces	Peru
GCA_020071205.1	Typhimurium	Feces	Peru
GCA_020071225.1	Typhimurium	Feces	Peru
GCA_020071235.1	Typhimurium	Feces	Peru
GCA_020071325.1	Typhimurium	Feces	Peru
GCA_020071395.1	Typhimurium	Feces	Peru
GCA_020071445.1	Typhimurium	Feces	Peru
GCA_020071485.1	Typhimurium	Feces	Peru
GCA_020071505.1	Typhimurium	Feces	Peru
GCA_020071525.1	Typhimurium	Feces	Peru
GCA_020071545.1	Typhimurium	Feces	Peru
GCA_020071565.1	Typhimurium	Feces	Peru
GCA_020071585.1	Typhimurium	Feces	Peru
GCA_020071605.1	Typhimurium	Feces	Peru
GCA_020071625.1	Typhimurium	Feces	Peru
GCA_020071645.1	Typhimurium	Feces	Peru
GCA_020071655.1	Typhimurium	Feces	Peru
GCA_020071685.1	Typhimurium	Feces	Peru
GCA_020071695.1	Typhimurium	Feces	Peru
GCA_020071725.1	Typhimurium	Feces	Peru
GCA_020071745.1	Typhimurium	Feces	Peru
GCA_020071765.1	Typhimurium	Feces	Peru
GCA_020071785.1	Typhimurium	Feces	Peru
GCA_020071795.1	Typhimurium	Feces	Peru
GCA_020071825.1	Typhimurium	Feces	Peru
GCA_020071845.1	Typhimurium	Feces	Peru
GCA_020071865.1	Typhimurium	Feces	Peru
GCA_020071875.1	Typhimurium	Feces	Peru
GCA_020071925.1	Typhimurium	Feces	Peru
GCA_020071945.1	Typhimurium	Feces	Peru
GCA_020080205.1	Kentucky	Feces	Spain
GCA_020080265.1	Kentucky	Feces	Spain
GCA_020080275.1	Kentucky	Feces	Spain
GCA_020080325.1	Kentucky	Feces	Spain
GCA_020080355.1	Kentucky	Feces	Spain
GCA_020080365.1	Kentucky	Feces	Spain
GCA_020080765.1	Kentucky	Feces	Spain
GCA_020080785.1	Kentucky	Feces	Spain
GCA_020080805.1	Kentucky	Feces	Spain
GCA_020080845.1	Kentucky	Feces	Spain
GCA_020080855.1	Kentucky	Feces	Spain
GCA_020080885.1	Kentucky	Feces	Spain
GCA_020080905.1	Kentucky	Feces	Spain
GCA_020397765.1	null	Feces	USA_NC
GCA_020397805.1	null	Feces	USA_NC
GCA_020444565.1	null	Feces	China_Zhejiang
GCA_020444575.1	null	Feces	China_Zhejiang
GCA_020444605.1	null	Feces	China_Zhejiang
GCA_020551995.1	Hillegersberg	Feces	India
GCA_020581255.1	null	Feces	USA_OK
GCA_020694375.1	null	Feces	Nigeria
GCA_020694405.1	null	Feces	Nigeria
GCA_020694465.1	null	Feces	Nigeria
GCA_020694485.1	null	Feces	Nigeria
GCA_020694505.1	null	Feces	Nigeria
GCA_020694525.1	null	Feces	Nigeria
GCA_020694545.1	null	Feces	Nigeria
GCA_020694565.1	null	Feces	Nigeria
GCA_020694585.1	null	Feces	Nigeria
GCA_020694605.1	null	Feces	Nigeria
GCA_020694625.1	null	Feces	Nigeria
GCA_020694705.1	null	Feces	Nigeria
GCA_020821735.1	Enteritidis	Feces	China_Fujian
GCA_020821745.1	Enteritidis	Feces	China_Fujian
GCA_020821795.1	Enteritidis	Feces	China_Fujian
GCA_020821995.1	Enteritidis	Feces	China_Fujian
GCA_020822005.1	Enteritidis	Feces	China_Fujian
GCA_020822045.1	Enteritidis	Feces	China_Fujian
GCA_020827815.1	Virchow	Feces	Belgium
GCA_020919575.2	Muenchen	Feces	USA_GA
GCA_020919675.1	Newport	Feces	USA_FL
GCA_020919775.1	Anatum	Feces	USA_MS
GCA_020919795.1	Newport	Feces	USA_FL
GCA_021058745.1	null	Feces	USA_MO
GCA_021058965.1	null	Feces	USA_FL
GCA_021059005.1	null	Feces	USA_NY
GCA_021059025.1	null	Feces	USA_NY
GCA_021059045.1	null	Feces	USA_NY
GCA_021102115.1	Livingstone	Feces	Belgium
GCA_021102155.1	Livingstone	Feces	Belgium
GCA_021102195.1	Livingstone	Feces	Belgium
GCA_021102235.1	Livingstone	Feces	Belgium
GCA_021102295.1	Livingstone	Feces	Belgium
GCA_021102315.1	Livingstone	Feces	Belgium
GCA_021149645.1	null	Feces	USA_NY
GCA_021149945.1	null	Feces	USA_NY
GCA_021180605.1	50	Feces	USA_NC
GCA_021180665.1	null	Feces	USA_PA
GCA_021180765.1	null	Feces	USA_PA
GCA_021180905.1	null	Feces	USA_PA
GCA_021181025.1	null	Feces	USA_PA
GCA_021189555.1	null	Feces	USA
GCA_021189575.1	null	Feces	United Kingdom
GCA_021189585.1	null	Feces	USA
GCA_021189615.1	null	Feces	China_Guangdong
GCA_021189675.1	null	Feces	USA
GCA_021189695.1	null	Feces	United Kingdom
GCA_021189735.1	null	Feces	USA_FL
GCA_021189895.1	null	Feces	United Kingdom
GCA_021189915.1	null	Feces	USA
GCA_021190245.1	null	Feces	United Kingdom
GCA_021192855.1	null	Feces	USA_IL
GCA_021195755.1	null	Feces	USA
GCA_021195775.1	null	Feces	USA
GCA_021195795.1	null	Feces	USA
GCA_021195815.1	null	Feces	USA
GCA_021195835.1	null	Feces	USA
GCA_021195855.1	null	Feces	USA_MO
GCA_021195935.1	null	Feces	USA
GCA_021195955.1	null	Feces	China
GCA_021195995.1	null	Feces	USA
GCA_021196015.1	null	Feces	USA_PA
GCA_021196035.1	null	Feces	United Kingdom
GCA_021197055.1	null	Feces	USA
GCA_021216015.1	null	Feces	Viet Nam
GCA_021216735.1	null	Feces	USA
GCA_021216775.1	Hadar	Feces	USA
GCA_021216895.1	null	Feces	USA
GCA_021216915.1	null	Feces	USA
GCA_021216935.1	null	Feces	USA
GCA_021217115.1	Hadar	Feces	USA
GCA_021217195.1	null	Feces	Singapore
GCA_021217215.1	null	Feces	United Kingdom
GCA_021217235.1	null	Feces	Mexico
GCA_021217255.1	null	Feces	USA
GCA_021217295.1	null	Feces	USA
GCA_021217385.1	null	Feces	USA
GCA_021217425.1	null	Feces	USA
GCA_021217445.1	null	Feces	USA
GCA_021217465.1	null	Feces	USA
GCA_021217485.1	null	Feces	United Kingdom
GCA_021217505.1	null	Feces	Germany
GCA_021217525.1	null	Feces	USA
GCA_021217545.1	null	Feces	USA_GA
GCA_021217565.1	null	Feces	Switzerland
GCA_021217645.1	null	Feces	USA
GCA_021217725.1	null	Feces	USA
GCA_021217825.1	null	Feces	China_Fujian
GCA_021217865.1	null	Feces	United Kingdom
GCA_021217905.1	null	Feces	USA
GCA_021254325.1	null	Feces	Australia
GCA_021254945.1	null	Feces	USA_TN
GCA_021255005.1	null	Feces	USA
GCA_021255085.1	null	Feces	USA
GCA_021255105.1	null	Feces	USA_ID
GCA_021255465.1	null	Feces	USA
GCA_021255485.1	null	Feces	United Kingdom
GCA_021255525.1	null	Feces	Australia
GCA_021255605.1	null	Feces	USA_AR
GCA_021256125.1	null	Feces	USA
GCA_021256145.1	null	Feces	United Kingdom
GCA_021256185.1	null	Feces	USA
GCA_021256205.1	null	Feces	Denmark
GCA_021256225.1	null	Feces	USA
GCA_021256245.1	null	Feces	USA
GCA_021256445.1	null	Feces	United Kingdom
GCA_021256465.1	null	Feces	USA_OK
GCA_021256485.1	null	Feces	China_Henan
GCA_021256625.1	null	Feces	United Kingdom
GCA_021256885.1	null	Feces	USA_PA
GCA_021256945.1	null	Feces	USA
GCA_021257305.1	null	Feces	USA_NC
GCA_021257525.1	null	Feces	Canada
GCA_021257545.1	null	Feces	United Kingdom
GCA_021257565.1	null	Feces	India
GCA_021257605.1	null	Feces	USA_MN
GCA_021257705.1	null	Feces	United Kingdom
GCA_021257765.1	null	Feces	USA
GCA_021257885.1	null	Feces	USA
GCA_021257945.1	null	Feces	India
GCA_021257985.1	null	Feces	USA_TX
GCA_021279465.1	null	Feces	USA
GCA_021279525.1	null	Feces	Thailand
GCA_021279705.1	null	Feces	Chile
GCA_021279725.1	null	Feces	USA_MN
GCA_021279745.1	null	Feces	USA
GCA_021279765.1	null	Feces	USA
GCA_021279785.1	null	Feces	United Kingdom
GCA_021279805.1	null	Feces	USA_TX
GCA_021279825.1	null	Feces	USA
GCA_021279845.1	null	Feces	United Kingdom
GCA_021279865.1	null	Feces	USA
GCA_021279985.1	null	Feces	USA
GCA_021280005.1	null	Feces	USA
GCA_021280025.1	null	Feces	USA
GCA_021280045.1	null	Feces	USA
GCA_021280065.1	null	Feces	USA
GCA_021280125.1	null	Feces	USA_IA
GCA_021302235.1	Hadar	Feces	USA
GCA_021305655.1	Hadar	Feces	USA
GCA_021316575.1	null	Feces	United Kingdom
GCA_021344155.1	null	Feces	Spain
GCA_021361265.1	null	Feces	USA
GCA_021382085.1	null	Feces	USA_OK
GCA_021397055.1	null	Feces	USA_OK
GCA_021422405.1	null	Feces	USA
GCA_021422945.1	null	Feces	USA
GCA_021423065.1	null	Feces	Canada
GCA_021423085.1	null	Feces	USA_TN
GCA_021423105.1	null	Feces	USA_TX
GCA_021423245.1	null	Feces	USA
GCA_021428005.1	null	Feces	United Kingdom
GCA_021447925.1	Typhimurium	Feces	Belgium
GCA_021447945.1	Typhimurium	Feces	Belgium
GCA_021447965.1	Typhimurium	Feces	Belgium
GCA_021448725.1	Typhimurium	Feces	Belgium
GCA_021448765.1	Typhimurium	Feces	Belgium
GCA_021448805.1	Typhimurium	Feces	Belgium
GCA_021448845.1	Typhimurium	Feces	Belgium
GCA_021449725.1	Typhimurium	Feces	Belgium
GCA_021495145.1	Anatum	Feces	USA_IN
GCA_021495185.1	Anatum	Feces	USA_IN
GCA_021495205.1	Anatum	Feces	USA_IN
GCA_021495215.1	Anatum	Feces	USA_IN
GCA_021495245.1	Anatum	Feces	USA_IN
GCA_021495265.1	Anatum	Feces	USA_IN
GCA_021495315.1	Anatum	Feces	USA_IN
GCA_021523855.1	null	Feces	USA_SD
GCA_021524295.1	null	Feces	USA_SD
GCA_021524895.1	null	Feces	USA_SD
GCA_021526565.1	null	Feces	USA_SD
GCA_021533135.1	null	Feces	USA_SD
GCA_021554215.1	null	Feces	USA_WA
GCA_021556875.1	null	Feces	USA_WA
GCA_021612055.1	null	Feces	USA_SD
GCA_021612175.1	null	Feces	USA_SD
GCA_021612295.1	null	Feces	USA_SD
GCA_021746405.1	null	Feces	USA_SD
GCA_021746505.1	null	Feces	USA_SD
GCA_021747265.1	null	Feces	USA_SD
GCA_021854765.1	Senftenberg	Feces	USA
GCA_021854845.1	Senftenberg	Feces	USA
GCA_021854865.1	Senftenberg	Feces	USA
GCA_021855005.1	Senftenberg	Feces	USA
GCA_021855145.1	Senftenberg	Feces	USA
GCA_021855185.1	Senftenberg	Feces	USA
GCA_021855245.1	Senftenberg	Feces	USA
GCA_021855545.1	Senftenberg	Feces	USA
GCA_021855585.1	Senftenberg	Feces	USA
GCA_021855665.1	Senftenberg	Feces	USA
GCA_021855685.1	Senftenberg	Feces	USA
GCA_021855745.1	Senftenberg	Feces	USA
GCA_021855785.1	Senftenberg	Feces	USA
GCA_021855805.1	Senftenberg	Feces	USA
GCA_021856105.1	Senftenberg	Feces	USA
GCA_021856245.1	Senftenberg	Feces	USA
GCA_021856265.1	Senftenberg	Feces	USA
GCA_021863405.1	Senftenberg	Feces	USA
GCA_022023975.1	Typhimurium	Feces	Peru
GCA_022044645.1	null	Feces	USA_IL
GCA_022044705.1	null	Feces	USA_MO
GCA_022044845.1	null	Feces	USA_MA
GCA_022044865.1	null	Feces	USA_NY
GCA_022044885.1	null	Feces	USA_NY
GCA_022044905.1	null	Feces	USA_PA
GCA_022045145.1	null	Feces	USA_KY
GCA_022045645.1	null	Feces	USA_NY
GCA_022226915.1	null	Feces	Australia
GCA_022317085.1	null	Feces	Netherlands
GCA_022317125.1	null	Feces	Netherlands
GCA_022317145.1	null	Feces	Netherlands
GCA_022317165.1	Typhimurium	Feces	Netherlands
GCA_022317185.1	Typhimurium	Feces	Netherlands
GCA_022317225.1	Typhimurium	Feces	Netherlands
GCA_022317305.1	Heidelberg	Feces	Netherlands
GCA_022317405.1	Thompson	Feces	Netherlands
GCA_022317425.1	Montevideo	Feces	Netherlands
